inventory_id,subproduct_id,warehouse_id,quantity,last_updated
94,19,WH-Medan,351,2026-05-01 00:00:00
95,19,WH-Makassar,34,2025-04-04 00:00:00
96,20,WH-Jakarta,425,2025-03-29 00:00:00
97,20,WH-Bandung,47,2026-03-19 00:00:00
98,20,WH-Surabaya,49,2026-01-17 00:00:00
99,20,WH-Medan,415,2025-05-14 00:00:00
100,20,WH-Makassar,284,2025-03-03 00:00:00
101,21,WH-Jakarta,300,2026-07-30 00:00:00
102,21,WH-Bandung,287,2025-12-04 00:00:00
103,21,WH-Surabaya,343,2025-05-06 00:00:00
104,21,WH-Medan,210,2025-12-29 00:00:00
105,21,WH-Makassar,447,2026-03-10 00:00:00
106,22,WH-Jakarta,444,2025-02-22 00:00:00
107,22,WH-Bandung,495,2025-10-22 00:00:00
108,22,WH-Surabaya,307,2025-11-16 00:00:00
109,22,WH-Medan,180,2025-04-17 00:00:00
110,22,WH-Makassar,295,2026-06-04 00:00:00
111,23,WH-Jakarta,108,2025-06-08 00:00:00
112,23,WH-Bandung,336,2026-05-09 00:00:00
113,23,WH-Surabaya,114,2025-04-21 00:00:00
114,23,WH-Medan,179,2026-07-24 00:00:00
115,23,WH-Makassar,188,2025-04-28 00:00:00
116,24,WH-Jakarta,390,2025-10-13 00:00:00
117,24,WH-Bandung,293,2025-08-20 00:00:00
118,24,WH-Surabaya,413,2026-03-16 00:00:00
119,24,WH-Medan,432,2026-07-29 00:00:00
120,24,WH-Makassar,498,2026-07-25 00:00:00
121,25,WH-Jakarta,13,2025-10-01 00:00:00
122,25,WH-Bandung,14,2025-07-04 00:00:00
123,25,WH-Surabaya,139,2025-11-13 00:00:00
124,25,WH-Medan,471,2025-12-14 00:00:00
125,25,WH-Makassar,179,2025-01-07 00:00:00
126,26,WH-Jakarta,92,2025-05-27 00:00:00
127,26,WH-Bandung,289,2026-02-15 00:00:00
128,26,WH-Surabaya,35,2025-05-26 00:00:00
129,26,WH-Medan,379,2025-02-01 00:00:00
130,26,WH-Makassar,46,2026-06-28 00:00:00
131,27,WH-Jakarta,110,2026-01-21 00:00:00
132,27,WH-Bandung,214,2026-04-10 00:00:00
133,27,WH-Surabaya,174,2025-06-11 00:00:00
134,27,WH-Medan,189,2025-11-16 00:00:00
135,27,WH-Makassar,369,2025-11-29 00:00:00
136,28,WH-Jakarta,397,2026-08-05 00:00:00
137,28,WH-Bandung,305,2025-03-28 00:00:00
138,28,WH-Surabaya,452,2025-02-23 00:00:00
139,28,WH-Medan,79,2025-06-11 00:00:00
140,28,WH-Makassar,386,2025-02-20 00:00:00
141,29,WH-Jakarta,345,2025-03-25 00:00:00
142,29,WH-Bandung,139,2026-03-30 00:00:00
143,29,WH-Surabaya,338,2026-03-11 00:00:00
144,29,WH-Medan,248,2026-03-29 00:00:00
145,29,WH-Makassar,212,2025-10-07 00:00:00
146,30,WH-Jakarta,110,2026-06-09 00:00:00
147,30,WH-Bandung,58,2025-12-20 00:00:00
148,30,WH-Surabaya,220,2025-04-24 00:00:00
149,30,WH-Medan,145,2026-05-14 00:00:00
150,30,WH-Makassar,269,2025-11-12 00:00:00
151,31,WH-Jakarta,23,2025-08-14 00:00:00
152,31,WH-Bandung,202,2025-02-26 00:00:00
153,31,WH-Surabaya,3,2025-07-29 00:00:00
154,31,WH-Medan,154,2025-08-05 00:00:00
155,31,WH-Makassar,392,2025-05-21 00:00:00
156,32,WH-Jakarta,391,2025-09-19 00:00:00
157,32,WH-Bandung,148,2025-12-02 00:00:00
158,32,WH-Surabaya,61,2025-01-08 00:00:00
159,32,WH-Medan,254,2026-03-17 00:00:00
160,32,WH-Makassar,89,2025-05-13 00:00:00
161,33,WH-Jakarta,194,2026-06-30 00:00:00
162,33,WH-Bandung,360,2025-08-24 00:00:00
163,33,WH-Surabaya,256,2026-07-27 00:00:00
164,33,WH-Medan,426,2025-12-29 00:00:00
165,33,WH-Makassar,36,2026-02-11 00:00:00
166,34,WH-Jakarta,441,2025-02-13 00:00:00
167,34,WH-Bandung,223,2025-01-20 00:00:00
168,34,WH-Surabaya,235,2025-03-21 00:00:00
169,34,WH-Medan,441,2025-11-17 00:00:00
170,34,WH-Makassar,294,2026-03-16 00:00:00
171,35,WH-Jakarta,293,2026-02-19 00:00:00
172,35,WH-Bandung,363,2026-03-04 00:00:00
173,35,WH-Surabaya,148,2025-04-28 00:00:00
174,35,WH-Medan,207,2025-01-22 00:00:00
175,35,WH-Makassar,494,2025-11-29 00:00:00
176,36,WH-Jakarta,87,2026-04-17 00:00:00
177,36,WH-Bandung,425,2026-01-06 00:00:00
178,36,WH-Surabaya,45,2026-03-24 00:00:00
179,36,WH-Medan,432,2025-04-19 00:00:00
180,36,WH-Makassar,124,2026-03-23 00:00:00
181,37,WH-Jakarta,301,2026-02-15 00:00:00
182,37,WH-Bandung,268,2025-03-22 00:00:00
183,37,WH-Surabaya,202,2025-11-14 00:00:00
184,37,WH-Medan,381,2025-12-14 00:00:00
185,37,WH-Makassar,113,2025-12-08 00:00:00
186,38,WH-Jakarta,398,2025-06-22 00:00:00
187,38,WH-Bandung,39,2026-06-07 00:00:00
188,38,WH-Surabaya,324,2025-04-27 00:00:00
189,38,WH-Medan,271,2026-06-07 00:00:00
190,38,WH-Makassar,99,2025-12-24 00:00:00
191,39,WH-Jakarta,179,2025-06-01 00:00:00
192,39,WH-Bandung,120,2025-04-16 00:00:00
193,39,WH-Surabaya,74,2025-09-20 00:00:00
194,39,WH-Medan,101,2025-06-27 00:00:00
195,39,WH-Makassar,308,2025-06-06 00:00:00
196,40,WH-Jakarta,389,2025-03-19 00:00:00
197,40,WH-Bandung,90,2026-05-21 00:00:00
198,40,WH-Surabaya,237,2026-08-01 00:00:00
199,40,WH-Medan,389,2026-08-17 00:00:00
200,40,WH-Makassar,229,2026-08-02 00:00:00
201,41,WH-Jakarta,329,2025-11-27 00:00:00
202,41,WH-Bandung,442,2025-11-20 00:00:00
203,41,WH-Surabaya,77,2026-03-27 00:00:00
204,41,WH-Medan,34,2026-04-26 00:00:00
205,41,WH-Makassar,226,2025-11-07 00:00:00
206,42,WH-Jakarta,407,2025-10-09 00:00:00
207,42,WH-Bandung,302,2025-02-27 00:00:00
208,42,WH-Surabaya,180,2026-06-04 00:00:00
209,42,WH-Medan,37,2025-11-14 00:00:00
210,42,WH-Makassar,236,2026-04-08 00:00:00
211,43,WH-Jakarta,19,2025-02-28 00:00:00
212,43,WH-Bandung,188,2025-10-21 00:00:00
213,43,WH-Surabaya,39,2025-04-03 00:00:00
214,43,WH-Medan,314,2026-06-04 00:00:00
215,43,WH-Makassar,196,2026-04-19 00:00:00
216,44,WH-Jakarta,297,2026-07-22 00:00:00
217,44,WH-Bandung,488,2025-02-12 00:00:00
218,44,WH-Surabaya,230,2026-08-09 00:00:00
219,44,WH-Medan,333,2025-07-12 00:00:00
220,44,WH-Makassar,164,2026-05-03 00:00:00
221,45,WH-Jakarta,256,2025-06-04 00:00:00
222,45,WH-Bandung,490,2025-03-05 00:00:00
223,45,WH-Surabaya,230,2025-04-16 00:00:00
224,45,WH-Medan,415,2025-12-18 00:00:00
225,45,WH-Makassar,365,2025-03-28 00:00:00
226,46,WH-Jakarta,258,2025-06-26 00:00:00
227,46,WH-Bandung,20,2025-09-11 00:00:00
228,46,WH-Surabaya,362,2026-03-25 00:00:00
229,46,WH-Medan,224,2026-06-21 00:00:00
230,46,WH-Makassar,267,2025-06-12 00:00:00
231,47,WH-Jakarta,186,2026-01-17 00:00:00
232,47,WH-Bandung,469,2025-10-17 00:00:00
233,47,WH-Surabaya,198,2026-02-23 00:00:00
234,47,WH-Medan,396,2025-12-13 00:00:00
235,47,WH-Makassar,347,2025-02-23 00:00:00
236,48,WH-Jakarta,404,2025-12-09 00:00:00
237,48,WH-Bandung,33,2025-12-04 00:00:00
238,48,WH-Surabaya,48,2026-07-26 00:00:00
239,48,WH-Medan,347,2026-01-31 00:00:00
240,48,WH-Makassar,145,2025-09-16 00:00:00
241,49,WH-Jakarta,370,2025-06-03 00:00:00
242,49,WH-Bandung,170,2025-03-25 00:00:00
243,49,WH-Surabaya,298,2025-05-25 00:00:00
244,49,WH-Medan,469,2025-12-25 00:00:00
245,49,WH-Makassar,158,2026-02-06 00:00:00
246,50,WH-Jakarta,66,2025-03-28 00:00:00
247,50,WH-Bandung,158,2026-07-27 00:00:00
248,50,WH-Surabaya,192,2025-12-03 00:00:00
249,50,WH-Medan,416,2025-05-11 00:00:00
250,50,WH-Makassar,343,2026-06-24 00:00:00
251,51,WH-Jakarta,47,2026-03-10 00:00:00
252,51,WH-Bandung,260,2026-01-06 00:00:00
253,51,WH-Surabaya,9,2026-01-07 00:00:00
254,51,WH-Medan,158,2025-07-04 00:00:00
255,51,WH-Makassar,486,2025-08-08 00:00:00
256,52,WH-Jakarta,174,2026-05-13 00:00:00
257,52,WH-Bandung,98,2025-08-20 00:00:00
258,52,WH-Surabaya,70,2025-06-08 00:00:00
259,52,WH-Medan,39,2025-10-30 00:00:00
260,52,WH-Makassar,432,2025-04-14 00:00:00
261,53,WH-Jakarta,259,2026-07-07 00:00:00
262,53,WH-Bandung,427,2026-06-24 00:00:00
263,53,WH-Surabaya,19,2025-12-11 00:00:00
264,53,WH-Medan,448,2025-05-15 00:00:00
265,53,WH-Makassar,305,2026-01-21 00:00:00
266,54,WH-Jakarta,78,2025-06-16 00:00:00
267,54,WH-Bandung,92,2025-06-19 00:00:00
268,54,WH-Surabaya,369,2026-03-25 00:00:00
269,54,WH-Medan,22,2026-02-25 00:00:00
270,54,WH-Makassar,186,2025-09-01 00:00:00
271,55,WH-Jakarta,496,2026-03-31 00:00:00
272,55,WH-Bandung,312,2025-10-19 00:00:00
273,55,WH-Surabaya,385,2026-04-05 00:00:00
274,55,WH-Medan,119,2026-07-01 00:00:00
275,55,WH-Makassar,122,2025-11-13 00:00:00
276,56,WH-Jakarta,494,2026-04-26 00:00:00
277,56,WH-Bandung,462,2025-07-18 00:00:00
278,56,WH-Surabaya,188,2026-08-08 00:00:00
279,56,WH-Medan,225,2026-04-18 00:00:00
280,56,WH-Makassar,393,2025-10-16 00:00:00
281,57,WH-Jakarta,398,2026-01-27 00:00:00
282,57,WH-Bandung,257,2026-06-25 00:00:00
283,57,WH-Surabaya,214,2025-06-15 00:00:00
284,57,WH-Medan,418,2025-07-24 00:00:00
285,57,WH-Makassar,410,2025-05-22 00:00:00
286,58,WH-Jakarta,446,2025-09-14 00:00:00
287,58,WH-Bandung,26,2026-05-08 00:00:00
288,58,WH-Surabaya,447,2026-01-16 00:00:00
289,58,WH-Medan,283,2025-04-16 00:00:00
290,58,WH-Makassar,364,2026-06-13 00:00:00
291,59,WH-Jakarta,435,2025-05-08 00:00:00
292,59,WH-Bandung,145,2025-03-27 00:00:00
293,59,WH-Surabaya,390,2025-06-14 00:00:00
294,59,WH-Medan,139,2026-04-06 00:00:00
295,59,WH-Makassar,463,2026-06-10 00:00:00
296,60,WH-Jakarta,75,2026-03-24 00:00:00
297,60,WH-Bandung,46,2025-08-16 00:00:00
298,60,WH-Surabaya,418,2026-04-07 00:00:00
299,60,WH-Medan,452,2025-12-24 00:00:00
300,60,WH-Makassar,476,2025-01-28 00:00:00
301,61,WH-Jakarta,212,2025-02-24 00:00:00
302,61,WH-Bandung,202,2026-05-30 00:00:00
303,61,WH-Surabaya,191,2025-08-30 00:00:00
304,61,WH-Medan,197,2025-03-25 00:00:00
305,61,WH-Makassar,191,2025-08-18 00:00:00
306,62,WH-Jakarta,14,2025-11-23 00:00:00
307,62,WH-Bandung,476,2025-04-12 00:00:00
308,62,WH-Surabaya,429,2025-12-10 00:00:00
309,62,WH-Medan,405,2025-05-30 00:00:00
310,62,WH-Makassar,70,2025-02-09 00:00:00
311,63,WH-Jakarta,146,2026-04-29 00:00:00
312,63,WH-Bandung,356,2025-05-23 00:00:00
313,63,WH-Surabaya,388,2026-04-26 00:00:00
314,63,WH-Medan,229,2025-01-06 00:00:00
315,63,WH-Makassar,463,2025-03-23 00:00:00
316,64,WH-Jakarta,9,2025-09-20 00:00:00
317,64,WH-Bandung,110,2025-06-03 00:00:00
318,64,WH-Surabaya,280,2026-06-25 00:00:00
319,64,WH-Medan,216,2025-04-24 00:00:00
320,64,WH-Makassar,397,2025-10-23 00:00:00
321,65,WH-Jakarta,121,2025-11-05 00:00:00
322,65,WH-Bandung,62,2025-02-18 00:00:00
323,65,WH-Surabaya,122,2026-03-06 00:00:00
324,65,WH-Medan,327,2026-04-14 00:00:00
325,65,WH-Makassar,32,2025-04-24 00:00:00
326,66,WH-Jakarta,428,2026-05-27 00:00:00
327,66,WH-Bandung,305,2026-07-03 00:00:00
328,66,WH-Surabaya,8,2026-06-12 00:00:00
329,66,WH-Medan,294,2025-09-05 00:00:00
330,66,WH-Makassar,367,2025-05-28 00:00:00
331,67,WH-Jakarta,149,2026-03-16 00:00:00
332,67,WH-Bandung,0,2025-12-28 00:00:00
333,67,WH-Surabaya,123,2026-08-08 00:00:00
334,67,WH-Medan,213,2025-07-11 00:00:00
335,67,WH-Makassar,340,2025-03-29 00:00:00
336,68,WH-Jakarta,268,2026-01-05 00:00:00
337,68,WH-Bandung,34,2026-06-23 00:00:00
338,68,WH-Surabaya,278,2026-06-04 00:00:00
339,68,WH-Medan,402,2026-06-04 00:00:00
340,68,WH-Makassar,283,2025-01-21 00:00:00
341,69,WH-Jakarta,199,2026-04-27 00:00:00
342,69,WH-Bandung,22,2026-02-01 00:00:00
343,69,WH-Surabaya,191,2025-09-17 00:00:00
344,69,WH-Medan,382,2025-01-17 00:00:00
345,69,WH-Makassar,182,2025-03-11 00:00:00
346,70,WH-Jakarta,176,2025-09-04 00:00:00
347,70,WH-Bandung,375,2025-04-17 00:00:00
348,70,WH-Surabaya,395,2026-08-19 00:00:00
349,70,WH-Medan,376,2025-12-07 00:00:00
350,70,WH-Makassar,68,2025-02-15 00:00:00
351,71,WH-Jakarta,180,2026-07-14 00:00:00
352,71,WH-Bandung,173,2025-06-29 00:00:00
353,71,WH-Surabaya,425,2026-04-21 00:00:00
354,71,WH-Medan,356,2026-05-06 00:00:00
355,71,WH-Makassar,323,2025-07-06 00:00:00
356,72,WH-Jakarta,415,2025-05-19 00:00:00
357,72,WH-Bandung,32,2026-04-14 00:00:00
358,72,WH-Surabaya,18,2025-10-28 00:00:00
359,72,WH-Medan,103,2025-02-14 00:00:00
360,72,WH-Makassar,405,2025-07-24 00:00:00
361,73,WH-Jakarta,453,2025-02-12 00:00:00
362,73,WH-Bandung,161,2025-11-14 00:00:00
363,73,WH-Surabaya,263,2026-02-12 00:00:00
364,73,WH-Medan,417,2026-07-11 00:00:00
365,73,WH-Makassar,242,2025-09-17 00:00:00
366,74,WH-Jakarta,18,2025-07-15 00:00:00
367,74,WH-Bandung,146,2026-01-01 00:00:00
368,74,WH-Surabaya,441,2025-02-18 00:00:00
369,74,WH-Medan,443,2025-12-06 00:00:00
370,74,WH-Makassar,139,2025-05-08 00:00:00
371,75,WH-Jakarta,409,2026-01-12 00:00:00
372,75,WH-Bandung,223,2026-02-14 00:00:00
373,75,WH-Surabaya,380,2026-03-27 00:00:00
374,75,WH-Medan,458,2026-01-31 00:00:00
375,75,WH-Makassar,173,2025-07-11 00:00:00
376,76,WH-Jakarta,254,2026-05-25 00:00:00
377,76,WH-Bandung,188,2026-06-16 00:00:00
378,76,WH-Surabaya,136,2025-03-26 00:00:00
379,76,WH-Medan,372,2026-03-11 00:00:00
380,76,WH-Makassar,40,2026-03-17 00:00:00
381,77,WH-Jakarta,308,2025-07-04 00:00:00
382,77,WH-Bandung,279,2025-10-28 00:00:00
383,77,WH-Surabaya,164,2025-04-16 00:00:00
384,77,WH-Medan,40,2025-12-02 00:00:00
385,77,WH-Makassar,338,2025-10-30 00:00:00
386,78,WH-Jakarta,156,2026-04-02 00:00:00
387,78,WH-Bandung,308,2026-03-13 00:00:00
388,78,WH-Surabaya,85,2026-03-31 00:00:00
389,78,WH-Medan,179,2026-04-03 00:00:00
390,78,WH-Makassar,21,2025-12-28 00:00:00
391,79,WH-Jakarta,314,2026-03-22 00:00:00
392,79,WH-Bandung,140,2025-02-28 00:00:00
393,79,WH-Surabaya,38,2026-02-20 00:00:00
394,79,WH-Medan,186,2026-06-10 00:00:00
395,79,WH-Makassar,410,2025-06-13 00:00:00
396,80,WH-Jakarta,487,2025-02-01 00:00:00
397,80,WH-Bandung,73,2026-03-25 00:00:00
398,80,WH-Surabaya,17,2025-05-10 00:00:00
399,80,WH-Medan,34,2025-08-30 00:00:00
400,80,WH-Makassar,398,2026-01-11 00:00:00
401,81,WH-Jakarta,185,2026-01-28 00:00:00
402,81,WH-Bandung,486,2026-08-04 00:00:00
403,81,WH-Surabaya,16,2025-06-07 00:00:00
404,81,WH-Medan,347,2026-04-06 00:00:00
405,81,WH-Makassar,485,2026-01-15 00:00:00
406,82,WH-Jakarta,190,2026-03-31 00:00:00
407,82,WH-Bandung,390,2025-03-20 00:00:00
408,82,WH-Surabaya,293,2025-05-21 00:00:00
409,82,WH-Medan,271,2026-01-11 00:00:00
410,82,WH-Makassar,203,2025-11-18 00:00:00
411,83,WH-Jakarta,332,2025-10-13 00:00:00
412,83,WH-Bandung,127,2025-04-27 00:00:00
413,83,WH-Surabaya,13,2025-07-10 00:00:00
414,83,WH-Medan,255,2026-06-15 00:00:00
415,83,WH-Makassar,198,2026-07-30 00:00:00
416,84,WH-Jakarta,60,2025-09-26 00:00:00
417,84,WH-Bandung,396,2025-09-24 00:00:00
418,84,WH-Surabaya,360,2026-04-02 00:00:00
419,84,WH-Medan,109,2025-10-20 00:00:00
420,84,WH-Makassar,355,2026-05-18 00:00:00
421,85,WH-Jakarta,102,2025-05-06 00:00:00
422,85,WH-Bandung,69,2025-03-17 00:00:00
423,85,WH-Surabaya,231,2025-06-26 00:00:00
424,85,WH-Medan,460,2026-04-01 00:00:00
425,85,WH-Makassar,44,2025-11-24 00:00:00
426,86,WH-Jakarta,341,2025-12-22 00:00:00
427,86,WH-Bandung,363,2025-03-08 00:00:00
428,86,WH-Surabaya,281,2026-07-10 00:00:00
429,86,WH-Medan,148,2025-11-04 00:00:00
430,86,WH-Makassar,435,2025-06-11 00:00:00
431,87,WH-Jakarta,364,2025-06-28 00:00:00
432,87,WH-Bandung,406,2026-01-06 00:00:00
433,87,WH-Surabaya,260,2025-08-18 00:00:00
434,87,WH-Medan,62,2025-07-25 00:00:00
435,87,WH-Makassar,405,2025-05-23 00:00:00
436,88,WH-Jakarta,121,2026-05-21 00:00:00
437,88,WH-Bandung,13,2026-01-05 00:00:00
438,88,WH-Surabaya,283,2026-08-10 00:00:00
439,88,WH-Medan,188,2026-04-24 00:00:00
440,88,WH-Makassar,411,2026-07-19 00:00:00
441,89,WH-Jakarta,66,2025-03-30 00:00:00
442,89,WH-Bandung,33,2025-11-13 00:00:00
443,89,WH-Surabaya,203,2026-05-06 00:00:00
444,89,WH-Medan,269,2026-02-25 00:00:00
445,89,WH-Makassar,393,2026-02-24 00:00:00
446,90,WH-Jakarta,421,2026-08-12 00:00:00
447,90,WH-Bandung,37,2025-05-09 00:00:00
448,90,WH-Surabaya,497,2025-11-21 00:00:00
449,90,WH-Medan,328,2025-03-17 00:00:00
450,90,WH-Makassar,230,2026-04-23 00:00:00
451,91,WH-Jakarta,348,2026-06-14 00:00:00
452,91,WH-Bandung,176,2025-05-12 00:00:00
453,91,WH-Surabaya,449,2026-07-19 00:00:00
454,91,WH-Medan,327,2025-07-06 00:00:00
455,91,WH-Makassar,393,2025-05-13 00:00:00
456,92,WH-Jakarta,221,2026-05-30 00:00:00
457,92,WH-Bandung,466,2025-02-26 00:00:00
458,92,WH-Surabaya,425,2025-05-08 00:00:00
459,92,WH-Medan,265,2025-06-06 00:00:00
460,92,WH-Makassar,155,2025-06-18 00:00:00
461,93,WH-Jakarta,82,2025-11-27 00:00:00
462,93,WH-Bandung,478,2025-08-19 00:00:00
463,93,WH-Surabaya,177,2026-06-16 00:00:00
464,93,WH-Medan,458,2025-10-18 00:00:00
465,93,WH-Makassar,433,2025-03-22 00:00:00
466,94,WH-Jakarta,128,2025-07-21 00:00:00
467,94,WH-Bandung,325,2026-07-19 00:00:00
468,94,WH-Surabaya,140,2025-05-09 00:00:00
469,94,WH-Medan,320,2025-11-07 00:00:00
470,94,WH-Makassar,314,2026-07-01 00:00:00
471,95,WH-Jakarta,47,2026-05-30 00:00:00
472,95,WH-Bandung,328,2025-06-22 00:00:00
473,95,WH-Surabaya,303,2026-08-18 00:00:00
474,95,WH-Medan,78,2025-06-25 00:00:00
475,95,WH-Makassar,337,2025-12-12 00:00:00
476,96,WH-Jakarta,431,2026-08-01 00:00:00
477,96,WH-Bandung,21,2025-01-30 00:00:00
478,96,WH-Surabaya,41,2025-02-16 00:00:00
479,96,WH-Medan,485,2026-08-14 00:00:00
480,96,WH-Makassar,135,2025-08-04 00:00:00
481,97,WH-Jakarta,392,2026-08-09 00:00:00
482,97,WH-Bandung,213,2025-02-01 00:00:00
483,97,WH-Surabaya,254,2026-07-13 00:00:00
484,97,WH-Medan,148,2025-11-06 00:00:00
485,97,WH-Makassar,247,2025-09-08 00:00:00
486,98,WH-Jakarta,412,2026-02-20 00:00:00
487,98,WH-Bandung,152,2026-04-10 00:00:00
488,98,WH-Surabaya,37,2025-03-03 00:00:00
489,98,WH-Medan,80,2026-03-27 00:00:00
490,98,WH-Makassar,212,2026-05-11 00:00:00
491,99,WH-Jakarta,237,2025-07-28 00:00:00
492,99,WH-Bandung,174,2025-05-28 00:00:00
493,99,WH-Surabaya,160,2025-11-23 00:00:00
494,99,WH-Medan,375,2025-12-20 00:00:00
495,99,WH-Makassar,499,2026-02-13 00:00:00
496,100,WH-Jakarta,66,2026-01-15 00:00:00
497,100,WH-Bandung,263,2026-07-30 00:00:00
498,100,WH-Surabaya,54,2025-11-23 00:00:00
499,100,WH-Medan,123,2026-04-23 00:00:00
500,100,WH-Makassar,62,2025-10-01 00:00:00
501,101,WH-Jakarta,230,2025-09-11 00:00:00
502,101,WH-Bandung,72,2025-04-10 00:00:00
503,101,WH-Surabaya,25,2025-10-25 00:00:00
504,101,WH-Medan,484,2026-01-29 00:00:00
505,101,WH-Makassar,442,2026-03-05 00:00:00
506,102,WH-Jakarta,127,2025-06-13 00:00:00
507,102,WH-Bandung,416,2025-12-02 00:00:00
508,102,WH-Surabaya,478,2026-08-15 00:00:00
509,102,WH-Medan,369,2025-11-17 00:00:00
510,102,WH-Makassar,97,2025-06-13 00:00:00
511,103,WH-Jakarta,255,2026-06-12 00:00:00
512,103,WH-Bandung,239,2026-05-26 00:00:00
